,IDs,Title,Abstract
670,2-s2.0-84955381700,Paroxysmal dystonia as a manifestation of multiple sclerosis,"<p>Introduction:Paroxysmal dystonia is a rare manifestation of multiple sclerosis (MS).Case Report:A 41-year-old man presented to our Emergency Department with sudden and repeated episodes of left upper limb flexion and lower limb extension. His medical history included an episode of left facial palsy a year earlier. Neurological examination demonstrated only brisk deep tendon reflexes on the left upper limb. Routine blood and urine analyses were normal. Computed tomography of the brain and cervical Doppler were normal. Aspirin and sodium valproate were started, without improvement. Video-EEG monitoring revealed no electrographic abnormality synchronous with these paroxysmal events, excluding epileptic nature. Cerebral magnetic resonance imaging showed multiple T2 white matter lesions at the midbrain, right diencephalon, corpus callosum, cervical, and thoracic spinal cord. The right diencephalic lesion enhanced with gadolinium. Complete basic and immunologic analysis and serological studies were normal or negative. Oligoclonal bands were positive in cerebrospinal fluid (negative in serum). Methylprednisolone (1 g/d for 5 d) was started without clinical improvement. Carbamazepine (400 mg/d) was promptly effective, and discontinued after 1 month without recurrence.Discussion:The patient met the criteria for the diagnosis of MS according to the 2010 McDonald criteria. The timely and accurate diagnosis of MS requires the recognition of its varied and atypical clinical manifestations. © 2015 Wolters Kluwer Health, Inc.</p>"
671,2-s2.0-84950254900,Diagnosing lymphomatosis cerebri,<p>[No abstract available]</p>
672,2-s2.0-84947038296,Remyelination after Lysophosphatidyl Choline-Induced Demyelination Is Stimulated by Bone Marrow Stromal Cell-Derived Oligoprogenitor Cell Transplantation,"<p>Bone marrow stromal cells (BMSCs) are a desirable cell source that may be useful for the treatment of neurodegenerative diseases given their capacity to differentiate into various types of cells. The current study aimed to investigate whether oligoprogenitor cell (OPC)-derived BMSCs have therapeutic benefits in an animal model of local demyelination. BMSCs were transdifferentiated into OPCs using a defined culture medium supplemented with a combination of inducers. The differentiation capacity of the BMSCs was evaluated at the end of the induction phase by assessing the expression levels of the glial-specific markers oligodendrocyte transcription factor 2 and O4 surface antigen. Local demyelination was induced in the corpus callosum of adult female rats via direct injection of lysophosphatidylcholine (LPC) followed by engraftment of BMSC-generated OPCs. The rats were divided into sham control, vehicle control, and cell-transplanted groups. The changes in the extent of demyelination and the robustness of the remyelination event were assessed using Luxol Fast Blue staining and immunohistochemical analysis 1 week after LPC injection and 2 weeks after cell transplantation. Consequently, transplantation of OPCs into the demyelinated corpus callosum model resulted in differentiation of the cells into mature oligodendrocytes that were immunopositive for myelin basic protein. Furthermore, OPC transplantation mitigated demyelination and augmented remyelination relative to controls. These findings suggest that BMSC-derived OPCs can be utilized in therapeutic approaches for the management of demyelination-associated diseases such as multiple sclerosis. © 2015 S. Karger AG, Basel..</p>"
673,2-s2.0-84986193497,Functional connectivity changes and their relationship with clinical disability and white matter integrity in patients with relapsing-remitting multiple sclerosis,"<p>Background and objective: To define the pathological substrate underlying disability in multiple sclerosis by evaluating the relationship of resting-state functional connectivity with microstructural brain damage, as assessed by diffusion tensor imaging, and clinical impairments. Methods: Thirty relapsing-remitting patients and 24 controls underwent 3T-MRI; motor abilities were evaluated by using measures of walking speed, hand dexterity and balance capability, while information processing speed was evaluated by a paced auditory serial addiction task. Independent component analysis and tract-based spatial statistics were applied to RS-fMRI and diffusion tensor imaging data using FSL software. Group differences, after dual regression, and clinical correlations were modelled with General-Linear-Model and corrected for multiple comparisons. Results: Patients showed decreased functional connectivity in 5 of 11 resting-state-networks (cerebellar, executive-control, medial-visual, basal ganglia and sensorimotor), changes in inter-network correlations and widespread white matter microstructural damage. In multiple sclerosis, corpus callosum microstructural damage positively correlated with functional connectivity in cerebellar and auditory networks. Moreover, functional connectivity within the medial-visual network inversely correlated with information processing speed. White matter widespread microstructural damage inversely correlated with both the paced auditory serial addiction task and hand dexterity. Conclusions: Despite the within-network functional connectivity decrease and the widespread microstructural damage, the inter-network functional connectivity changes suggest a global brain functional rearrangement in multiple sclerosis. The correlation between functional connectivity alterations and callosal damage uncovers a link between functional and structural connectivity. Finally, functional connectivity abnormalities affect information processing speed rather than motor abilities. © SAGE Publications.</p>"
674,2-s2.0-84947595562,Neuromyelitis optica spectrum disorder and multiple sclerosis: Differentiation by a multimodal approach,"<p>Background Neuromyelitis optica spectrum disorder (NMOSD) differs from multiple sclerosis (MS) by prognosis and approach to treatment, and it is thus important to distinguish NMOSD from MS. Objective We evaluated the structural brain abnormalities in patients with NMOSD and with relapsing-remitting MS (RRMS) using with MRI. Methods Twenty-one NMOSD patients with antibodies against aquaporin 4, 32 patients with RRMS, and current age- and sex- matched 39 healthy subjects underwent 3-T MRI. The differences in gray matter volume and fractional anisotropy (FA) value among the three groups were evaluated. Results There were significant global gray matter volume reductions of NMOSD and RRMS groups, compared to the healthy subjects. Significant and diffuse decreases in FA values were observed in both the NMOSD and RRMS patients. Significant gray matter volume and FA value reductions of the RRMS patients in the bilateral thalami and some regions were observed compared to the NMOSD patients. Conclusion Larger brain structural changes were seen in the RRMS group compared to the NMOSD group, and among them, the thalamus was revealed as the important region for the discrimination of these two diseases. MRI analyses of the brain may be helpful in differentiating NMOSD from RRMS patients. © 2015 Elsevier B.V.</p>"
675,2-s2.0-84946837200,Fiber orientation and compartment parameter estimation from multi-shell diffusion imaging,"<p>Diffusion MRI offers the unique opportunity of assessing the structural connections of human brains in vivo. With the advance of diffusion MRI technology, multi-shell imaging methods are becoming increasingly practical for large scale studies and clinical application. In this work, we propose a novel method for the analysis of multi-shell diffusion imaging data by incorporating compartment models into a spherical deconvolution framework for fiber orientation distribution (FOD) reconstruction. For numerical implementation, we develop an adaptively constrained energy minimization approach to efficiently compute the solution. On simulated and real data from Human Connectome Project (HCP), we show that our method not only reconstructs sharp and clean FODs for the modeling of fiber crossings, but also generates reliable estimation of compartment parameters with great potential for clinical research of neurological diseases. In comparisons with publicly available DSI-Studio and BEDPOSTX of FSL, we demonstrate that our method reconstructs sharper FODs with more precise estimation of fiber directions. By applying probabilistic tractography to the FODs computed by our method, we show that more complete reconstruction of the corpus callosum bundle can be achieved. On a clinical, two-shell diffusion imaging data, we also demonstrate the feasibility of our method in analyzing white matter lesions. © 1982-2012 IEEE.</p>"
676,2-s2.0-84946477418,A manic episode with psychotic features improved by methylprednisolone in a patient with multiple sclerosis,"<p>Several studies have reported a higher prevalence of unipolar depression and bipolar disorder among patients with multiple sclerosis (MS). However, only a few studies have reported manic episodes concomitant with new lesions enhanced by gadolinium on brain magnetic resonance imaging (MRI). Here we report the case of a 47-year-old woman suffering from MS admitted for a manic episode with psychotic features. Brain MRI revealed three new T2 lesions enhanced by gadolinium located in the corpus callosum and in ventromedial prefrontal regions. She rapidly recovered with intravenous methylprednisolone in combination with risperidone. In conclusion, in this patient, the fact that gadolinium-enhancing lesion coincided with new symptoms which responded quickly to corticosteroids suggests that the manic episode was an acute manifestation of MS. © 2015 Elsevier Inc.</p>"
677,2-s2.0-84945543444,Mesenchymal stem cells do not exert direct beneficial effects on CNS remyelination in the absence of the peripheral immune system,"<p>Remyelination is the natural repair mechanism in demyelinating disorders such as multiple sclerosis (MS) and it was proposed that it might protect from axonal loss. For unknown reasons, remyelination is often incomplete or fails in MS lesions and therapeutic treatments to enhance remyelination are not available. Recently, the transplantation of exogenous mesenchymal stem cells (MSC) has emerged as a promising tool to enhance repair processes. This included the animal model experimental autoimmune encephalomyelitis (EAE), a commonly used model for the autoimmune mechanisms of MS. However, in EAE it is not clear if the beneficial effect of MSC derives from a direct influence on brain resident cells or if this is an indirect phenomenon via modulation of the peripheral immune system. The aim of this study was to determine potential regenerative functions of MSC in the toxic cuprizone model of demyelination that allows studying direct effects on de- and remyelination without the influence of the peripheral immune system. MSC from three different species (human, murine, canine) were transplanted either intraventricularly into the cerebrospinal fluid or directly into the lesion of the corpus callosum at two time points: at the onset of oligodendrocyte progenitor cell (OPC) proliferation or the peak of OPC proliferation during cuprizone induced demyelination. Our results show that MSC did not exert any regenerative effects after cuprizone induced demyelination and oligodendrocyte loss. During remyelination, MSC did not influence the dynamics of OPC proliferation and myelin formation. In conclusion, MSC did not exert direct regenerative functions in a mouse model where peripheral immune cells and especially T lymphocytes do not play a role. We thus suggest that the peripheral immune system is required for MSC to exert their effects and this is independent from a direct influence of the central nervous system. © 2015 Elsevier Inc..</p>"
678,2-s2.0-84944745166,Repair: Mobilizing stem cells,<p>[No abstract available]</p>
679,2-s2.0-84944513101,"MRI-Defined Corpus Callosal Atrophy in Multiple Sclerosis: A Comparison of Volumetric Measurements, Corpus Callosum Area and Index","<p>Objective: To compare corpus callosum area (CCA) and corpus callosum index (CCI) in terms of feasibility and their performance as biomarkers for cognitive and physical disability in multiple sclerosis (MS). A secondary aim was to compare these two methods with volumetric measurements. Methods: This study was based on a cohort of 37 MS patients and a group of age- and gender-matched healthy controls. Physical disability was assessed with the expanded disability status scale (EDSS) and cognitive disability with the symbol digit modalities test (SDMT). CCA and CCI were assessed on midsagittal brain MRI by 3 raters with varying radiological experience. Volumes of the brain, gray and white matter, corpus callosum, and MS lesions were acquired with Freesurfer and Lesion Segmentation Toolbox for Statistical Parametric Mapping. Results: CCA and CCI were obtained within seconds with excellent intra- and inter-rater agreement, and outperformed volumetric measurements. CCA had the strongest correlations with both SDMT (r = .82, P &lt; .001) and EDSS (r = -.56, P &lt; .001), and the highest accuracy in differentiating patients from controls (95%) and relapse-remitting MS from progressive forms of MS (77%). CCI performed less well (r = .73, P &lt; .001; r = -.45, P &lt; .001; 94%; 71%). CCA also outperformed the volumetric measurements in these regards. Conclusions: CCA is a time-effective and robust biomarker that has stronger correlations with both EDSS and information processing speed than CCI and volumetric measurements that are commonly used as outcome measures in MS research and clinical trials. © 2015 by the American Society of Neuroimaging.</p>"
680,2-s2.0-84943591581,Progesterone enhanced remyelination in the mouse corpus callosum after cuprizone induced demyelination,"<p>Background: Progesterone as a sex steroid hormone is thought to affect and prevent demyelination, but its role in promoting myelin repair is far less investigated. In this study, remyelinating potential of progesterone in corpus callosum was evaluated on an experimental model of MS. Methods: In this experimental study, adult male C57BL/6 mice were fed with 0.2% (w/w) cuprizone in ground breeder chow ad libitum for 6 weeks. At day zero, after cuprizone removal, mice were divided randomly into two groups: (a) placebo group which received saline pellet implant, (b) progesterone group, which received progesterone pellet implant. Some mice of the same age were fed with their normal diet to serve as the healthy control group. Two weeks after progesterone administration, Myelin content was assessed by Luxol-fast blue staining. The myelin basic protein (MBP) and proteolipid protein (PLP) expression were assessed using Western blot analysis and the changes in the number of oligodendrocytes and oligodendroglial progenitor cells were assessed by immunohistochemistry (IHC) and flow cytometry. Results: Luxol-fast blue staining revealed enhanced remyelination in the progesterone group when compared with the placebo group. Densitometry measurements of immunoblots demonstrated that MBP and PLP proteins contents were significantly increased in the progesterone group compared with the placebo group. Flow cytometry and IHC analysis showed increases in Olig2 and O4 cells in the progesterone group compared with the placebo group. Conclusion: Overall, our results indicate that progesterone treatment can stimulate myelin production and that it may provide a feasible and practical way for remyelination in diseases such as multiple sclerosis. © 2015, Shiraz University of Medical Sciences. All rights reserved.</p>"
681,2-s2.0-84941979107,The role of CNS TLR2 activation in mediating innate versus adaptive neuroinflammation,"<p>Toll-like receptor 2 (TLR2) is expressed on immune cells in the periphery and the CNS and mediates both innate and adaptive immune responses. Recent studies have implicated TLR2 in systemic pathogenesis of adaptive immunity in experimental autoimmune encephalomyelitis (EAE). In addition, TLR2 is expressed on oligodendrocyte progenitor cells and its activation inhibits their differentiation and myelination. We investigated the roles of CNS TLR2 activation in mediating neuro-inflammatory responses in intact versus EAE animals. We examined the effects of intra-cerebro-ventricular (ICV) injection of Zymosan, a TLR2 agonist, on naive versus EAE animals. The neuro-inflammatory response was characterized by immune-fluorescent staining for IBA-1. + microglia/macrophages and CD3. + T cells, and by semi-quantitative real time PCR for TLR2 and immune cytokines. The nature of the immune cells isolated from EAE brain tissue was assessed by their proliferative response to the PLP peptide autoantigen. Survival and clinical scores were monitored; demyelination and axonal loss were quantified by Gold-Black and Bielschowsky stains. Our findings showed that Zymosan injection in naïve mice induced a massive neuro-inflammatory response without any clinical manifestations. In EAE mice, ICV Zymosan induced a severe acute toxic response with 80% mortality. Surviving animals returned to pre-injection clinical score, and their course of disease was not altered as compared to control EAE group. Demyelination and axonal loss were not affected by ICV Zymosan injection. Quantification of immune response in the brain by real time PCR, immunofluorescent stains and proliferative response to PLP peptide suggested that TLR2 activation induces innate but not adaptive immune response. We conclude that EAE mice are hypersensitive to CNS TLR2 activation with a severe toxic response. This might represent the susceptibility of multiple sclerosis patients to even trivial infections. As CNS TLR2 activation does not alter the clinical and pathological course of EAE, it implies that CNS TLR2 activation affects the innate but not adaptive brain immune responses. © 2015 Elsevier Inc.</p>"
682,2-s2.0-84942197205,Anatomical Distribution of Cuprizone-Induced Lesions in C57BL6 Mice,"<p>Although multiple sclerosis (MS) has been considered a white matter disease, MS lesions occur frequently in the gray matter parts of the brain. Gray matter demyelination and atrophy are found during earliest disease stages, and a growing body of evidence demonstrates a positive correlation between gray matter pathology and various measures of motor disability and cognitive impairment. The cuprizone model is classically regarded as white matter demyelination model. However, recent evidence suggests that different gray matter areas are also affected. In this study, we address the vulnerability of white and gray matter forebrain regions in the cuprizone model. While the corpus callosum as interhemispheric white matter tract is affected in this model, other white matter tracts such as the mammillo-thalamic tract, the columns of the fornix, the stria terminalis, the optic tract, or hippocampal fimbria do not present overt demyelination after 5-week cuprizone intoxication. In contrast, gray matter demyelination is widespread in this model. Furthermore, vulnerable white matter tracts display extensive acute axonal damage. These results highlight the relevance of the cuprizone model to study MS-related gray matter pathology and neurodegeneration. © 2015, Springer Science+Business Media New York.</p>"
683,2-s2.0-84942193835,The Anti-Aging Protein Klotho Enhances Remyelination Following Cuprizone-Induced Demyelination,"<p>The current study examined whether overexpression of Klotho (KL) in transgenic mice can enhance remyelination following cuprizone-induced demyelination and improves the clinical outcome in experimental autoimmune encephalomyelitis (EAE). Demyelination was achieved by feeding transgenic mice overexpressing the transmembrane form of Klotho (KL-OE) and wild-type (WT) littermates cuprizone-containing chow for 6 weeks. The animals were then allowed to remyelinate for 3 weeks. Paraphenylenediamine staining and platelets-derived growth factor receptor α (PDGFRα) and glutathione S-transferase pi (GSTpi) immunohistochemistry were performed on corpus callosum (CC) sections for quantification of myelin and progenitor and mature oligodendrocytes, respectively. The EAE model was induced with the MOG<sub>35–55</sub> peptide. The animals were scored daily for clinical symptoms for 30 days. Following 6 weeks of demyelination, both KL-OE mice and WT littermates demonstrated almost complete and comparable demyelination of the CC. However, the level of spontaneous remyelination was increased approximately two-fold in KL-OE mice, although no significant differences in the numbers of PDGFRα and GSTpi-positive cells were observed. Following EAE induction, Klotho overexpression did not affect the clinical scores, likely due to the different roles Klotho plays in the brain and spinal cord. Thus, increasing Klotho expression should be considered as a therapy for enhancing remyelination in the brains of individuals with multiple sclerosis. © 2015, Springer Science+Business Media New York.</p>"
684,2-s2.0-84949423395,"Orientation dependent mr signal decay differentiates between people with MS, their asymptomatic siblings and unrelated healthy controls","<p>R2∗ relaxometry of the brain is a quantitative magnetic resonance technique which is influenced by iron and myelin content across different brain regions. Multiple sclerosis (MS) is a common inflammatory, demyelinating disease affecting both white and grey matter regions of the CNS. Using R2∗, increased iron deposition has been described in deep gray matter of MS patients. Iron accumulation might promote oxidative stress in the brain, which can lead to cell death and neurodegeneration. However, recent histological work indicates that iron may be reduced within the normal appearing white matter (WM) in MS. In the present study we analyzed the R2∗ signal across the white matter in 39 patients with MS, 31 asymptomatic age matched siblings of patients and 30 age-matched controls. The measurement of R2∗ in white matter is affected by the signal's dependency on white matter fibre orientation with respect to the main magnetic field which can be accounted using diffusion tensor imaging. We observed a clear separation of the three study groups in R2∗. The values in the MS group were significantly lower compared to the siblings and controls, while the siblings group presented with significantly higher R2∗ values than both unrelated healthy controls and patients. Furthermore, we found significantly decreased normal-appearing white matter R2∗ values in patients with more severe disease course. Angle resolved analysis of R2∗ improves the sensitivity for detecting subtle differences in WM R2∗ compared to standard histogram based analyses. Our findings suggest that the decreased R2∗ values in MS are due to diffuse tissue damage and decreased myelin in the normal appearing and diffusely abnormal WM. The increased R2∗ in unaffected siblings may identify a predisposition to increased iron and the potential for oxidative stress as a risk factor for developing MS. © Copyright: 2015 Hernández-Torres et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.</p>"
685,2-s2.0-84944755267,A distinct class of antibodies may be an indicator of gray matter autoimmunity in early and established relapsing remitting multiple sclerosis patients,"<p>We have previously identified a distinct class of antibodies expressed by B cells in the cerebrospinal fluid (CSF) of early and established relapsing remitting multiple sclerosis (RRMS) patients that is not observed in healthy donors. These antibodies contain a unique pattern of mutations in six codons along V<sub>H</sub>4 antibody genes that we termed the antibody gene signature (AGS). In fact, patients who have such B cells in their CSF are identified as either having RRMS or developing RRMS in the future. As mutations in antibody genes increase antibody affinity for particular antigens, the goal for this study was to investigate whether AGS+ antibodies bind to brain tissue antigens. Single B cells were isolated from the CSF of 10 patients with early or established RRMS. We chose 32 of these B cells that expressed antibodies enriched for the AGS for further study. We generated monoclonal full-length recombinant human antibodies (rhAbs) and used both immunological assays and immunohistochemistry to investigate the capacity of these AGS+ rhAbs to bind brain tissue antigens. AGS+ rhAbs did not recognize myelin tracts in the corpus callosum. Instead, AGS+ rhAbs recognized neuronal nuclei and/or astrocytes, which are prevalent in the cortical gray matter. This pattern was unique to the AGS+ antibodies from early and established RRMS patients, as AGS+ antibodies from an early neuromyelitis optica patient did not display the same reactivity. Prevalence of CSF- derived B cells expressing AGS+ antibodies that bind to these cell types may be an indicator of gray matter-directed autoimmunity in early and established RRMS patients. © The Author(s) 2015.</p>"
686,2-s2.0-84943562335,"Evaluation of the degradation of the selected projectile, commissural and association white matter tracts within normal appearing white matter in patients with multiple sclerosis using diffusion tensor mr imaging – A preliminary study","<p>Backround: The aim of the study was to assess the impairment of the selected white matter tracts within normal appearing white matter (NAWM) in multiple sclerosis (MS) patients using diffusion tensor imaging (DTI). Material/Methods: Thirty-six patients (mean age 33.4 yrs) with clinically definite, relapsing-remitting MS and mild disability (EDSS – Expanded Disability Status Scale 1–3.5) and 16 control subjects (mean age 34.4 yrs) were enrolled in the study. DTI examinations were performed on a 1.5T MR scanner. Fractional anisotropy (FA) and apparent diffusion coefficient (ADC) values were obtained with a small ROI method in several white matter tracts within NAWM including: the middle cerebellar peduncles (MCP), the inferior longitudinal fasciculi (ILF), inferior frontooccipital fasciculi (IFOF), genu (GCC) and splenium of the corpus callosum (SCC), posterior limbs of the internal capsules (PLIC), superior longitudinal fasciculi (SLF) and posterior cingula (CG). There were no demyelinative lesions within the ROIs in any of the patients. Results: A significant decrease in FA was found in MS patients in both the ILFs and IFOFs (p&lt;0.001) and in the left MCP and right SLF (p&lt;0.05), compared to the normal subjects. There were no significant differences in FA values in the remaining evaluated ROIs, between MS patients and the control group. A significant increase in ADC (p&lt;0.05) was found only in the right PLIC and the right SLF in MS subjects, compared to the control group. Conclusions: The FA values could be a noninvasive neuroimaging biomarker for assessing the microstructural changes within NAWM tracts in MS patients. © Pol J Radiol.</p>"
687,2-s2.0-84946565147,Contralateral recurrence of tumefactive demyelination,"<p>Tumefactive demyelination refers to large focal demyelinating lesions in the brain, which can be mistaken for malignancy. In some patients, these lesions are monophasic with a self-limited course; however, other patients demonstrate recurrent disease with new tumefactive or non-tumefactive lesions, and a subsequent diagnosis of relapsing-remitting multiple sclerosis is not uncommon. Owing to the limited data available in the literature, many questions about the patterns and prognostic significance of recurrent tumefactive lesions remain unanswered. The current case report involves a patient who recovered from tumefactive demyelination and presented two years later with a new recurrent tumefactive lesion in the contralateral brain. © The Author(s) 2015.</p>"
688,2-s2.0-84943753539,Cognitive and white matter tract differences in ms and diffuse neuropsychiatric systemic lupus erythematosus,"<p>BACKGROUND AND PURPOSE: Multiple sclerosis and neuropsychiatric systemic lupus erythematosus are autoimmune diseases with similar CNS inflammatory and neurodegenerative characteristics. Our aim was to investigate white matter tract changes and their association with cognitive function in patients with MS and those with neuropsychiatric systemic lupus erythematosus compared with healthy controls by using diffusion tensor imaging. MATERIALS AND METHODS: Thirty patients with relapsing-remitting MS and 23 patients with neuropsychiatric systemic lupus erythematosus matched for disease severity and duration and 43 healthy controls were scanned with 3T MR imaging. The DTI was postprocessed, corrected for lesions, and analyzed with tract-based spatial statistics. Cognitive assessment included examination of processing speed; visual, auditory/verbal, and visual-spatial memory; and sustained attention and executive function. Differences were considered significant at P &lt; .05. RESULTS: Tract-based spatial statistics analysis revealed significantly decreased fractional anisotropy and increased mean diffusivity in patients with MS compared with healthy controls, decreased fractional anisotropy in patients with MS compared with those with neuropsychiatric systemic lupus erythematosus, and an increased mean diffusivity in patients with neuropsychiatric systemic lupus erythematosus compared with healthy controls. Patients with MS showed decreased fractional anisotropy throughout central WM pathways, including the corpus callosum and the inferior longitudinal and fronto-occipital fasciculi compared with those with neuropsychiatric systemic lupus erythematosus. Altered cognitive scores in patients with MS were significantly associated with decreased fractional anisotropy and increased mean diffusivity in all examined domains, while in patients with diffuse neuropsychiatric systemic lupus erythematosus, only decreased fractional anisotropy in the superior WM pathways showed significant association with executive function. CONCLUSIONS: Patients with MS and neuropsychiatric systemic lupus erythematosus showed widespreadWMtract alterations outside overt lesions, though more severe changes were identified in patients with MS. The WM tract changes were associated with cognitive dysfunction in all explored domains only in patients with MS.</p>"
689,2-s2.0-84942930286,Toward defining the anatomo-proteomic puzzle of the human brain: An integrative analysis,"<p>The human brain is exceedingly complex, constituted by billions of neurons and trillions of synaptic connections that, in turn, define ∼900 neuroanatomical subdivisions in the adult brain (Hawrylycz et al. An anatomically comprehensive atlas of the human brain transcriptome. Nature 2012, 489, 391-399). The human brain transcriptome has revealed specific regional transcriptional signatures that are regulated in a spatiotemporal manner, increasing the complexity of the structural and molecular organization of this organ (Kang et al. Spatio-temporal transcriptome of the human brain. Nature 2011, 478, 483-489). During the last decade, neuroproteomics has emerged as a powerful approach to profile neural proteomes using shotgun-based MS, providing complementary information about protein content and function at a global level. Here, we revise recent proteome profiling studies performed in human brain, with special emphasis on proteome mapping of anatomical macrostructures, specific subcellular compartments, and cerebrospinal fluid. Moreover, we have performed an integrative functional analysis of the protein compilation derived from these large-scale human brain proteomic studies in order to obtain a comprehensive view of human brain biology. Finally, we also discuss the potential contribution of our meta-analysis to the Chromosome-centric Human Proteome Project initiative. © 2015 WILEY-VCH Verlag GmbH &amp; Co. KGaA, Weinheim.</p>"
690,2-s2.0-84938972696,Fibroblast growth factor signaling in oligodendrocyte-lineage cells facilitates recovery of chronically demyelinated lesions but is redundant in acute lesions,"<p>Remyelination is a potent regenerative process in demyelinating diseases, such as multiple sclerosis, the effective therapeutic promotion of which will fill an unmet clinical need. The development of proregenerative therapies requires the identification of key regulatory targets that are likely to be involved in the integration of multiple signaling mechanisms. Fibroblast growth factor (FGF) signaling system, which comprises multiple ligands and receptors, potentially provides one such target. Since the FGF/FGF receptor (FGFR) interactions are complex and regulate multiple diverse functions of oligodendrocyte lineage cells, it is difficult to predict their overall therapeutic potential in the regeneration of oligodendrocytes and myelin. Therefore, to assess the integrated effects of FGFR signaling on this process, we simultaneously inactivated both FGFR1 and FGFR2 in oligodendrocytes and their precursors using two Cre-driver mouse lines. Acute and chronic cuprizone-induced or lysolecithin-induced demyelination was established in Fgfr1/Fgfr2 double knockout mice (dKO). We found that in the acute cuprizone model, there was normal differentiation of oligodendrocytes and recovery of myelin in the corpus callosum of both control and dKO mice. Similarly, in the spinal cord, lysolecithin-induced demyelinated lesions regenerated similarly in the dKO and control mice. In contrast, in the chronic cuprizone model, fewer differentiated oligodendrocytes and less efficient myelin recovery were observed in the dKO compared to control mice. These data suggest that while cell-autonomous FGF signaling is redundant during recovery of acute demyelinated lesions, it facilitates regenerative processes in chronic demyelination. Thus, FGF-based therapies have potential value in stimulating oligodendrocyte and myelin regeneration in late-stage disease. © 2015 Wiley Periodicals, Inc.</p>"
691,2-s2.0-84940452571,Brainstem glioblastoma in a patient with secondary progressive multiple sclerosis,<p>[No abstract available]</p>
692,2-s2.0-84947291965,Disparate effects of mesenchymal stem cells in experimental autoimmune encephalomyelitis and cuprizone-induced demyelination,"<p>Mesenchymal stem cells (MSCs) are pleiotropic cells with potential therapeutic benefits for a wide range of diseases. Because of their immunomodulatory properties they have been utilized to treat autoimmune diseases such as multiple sclerosis (MS), which is characterized by demyelination. The microenvironment surrounding MSCs is thought to affect their differentiation and phenotype, which could in turn affect the efficacy. We thus sought to dissect the potential for differential impact of MSCs on central nervous system (CNS) disease in T cell mediated and non-T cell mediated settings using the MOG<sub>35-55</sub> experimental autoimmune encephalomyelitis (EAE) and cuprizone-mediated demyelination models, respectively. As the pathogeneses of MS and EAE are thought to be mediated by IFNγ-producing (T<sub>H</sub>1) and IL-17A-producing (T<sub>H</sub>17) effector CD4+ T cells, we investigated the effect of MSCs on the development of these two key pathogenic cell groups. Although MSCs suppressed the activation and effector function of T<sub>H</sub>17 cells, they did not affect T<sub>H</sub>1 activation, but enhanced T<sub>H</sub>1 effector function and ultimately produced no effect on EAE. In the non-T cell mediated cuprizone model of demyelination, MSC administration had a positive effect, with an overall increase in myelin abundance in the brain of MSC-treated mice compared to controls. These results highlight the potential variability of MSCs as a biologic therapeutic tool in the treatment of autoimmune disease and the need for further investigation into the multifaceted functions of MSCs in diverse microenvironments and the mechanisms behind the diversity. © 2015 Glenn et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.</p>"
693,2-s2.0-84947281862,Disseminated cryptococcosis in a patient with multiple sclerosis treated with fingolimod,<p>[No abstract available]</p>
694,2-s2.0-84941578601,Blood coagulation protein fibrinogen promotes autoimmunity and demyelination via chemokine release and antigen presentation,"<p>Autoimmunity and macrophage recruitment into the central nervous system (CNS) are critical determinants of neuroinflammatory diseases. However, the mechanisms that drive immunological responses targeted to the CNS remain largely unknown. Here we show that fibrinogen, a central blood coagulation protein deposited in the CNS after blood-brain barrier disruption, induces encephalitogenic adaptive immune responses and peripheral macrophage recruitment into the CNS leading to demyelination. Fibrinogen stimulates a unique transcriptional signature in CD11b + antigen-presenting cells inducing the recruitment and local CNS activation of myelin antigen-specific Th1 cells. Fibrinogen depletion reduces Th1 cells in the multiple sclerosis model, experimental autoimmune encephalomyelitis. Major histocompatibility complex (MHC) II-dependent antigen presentation, CXCL10- and CCL2-mediated recruitment of T cells and macrophages, respectively, are required for fibrinogen-induced encephalomyelitis. Inhibition of the fibrinogen receptor CD11b/CD18 protects from all immune and neuropathologic effects. Our results show that the final product of the coagulation cascade is a key determinant of CNS autoimmunity. © 2015 Macmillan Publishers Limited.</p>"
