,IDs,Title,Abstract
273,2-s2.0-85075474310,Myelin Damage in Normal Appearing White Matter Contributes to Impaired Cognitive Processing Speed in Multiple Sclerosis,"<p>BACKGROUND AND PURPOSE: Cognitive impairment is a core symptom in multiple sclerosis (MS). Damage to normal appearing white matter (NAWM) is likely involved. We sought to determine if greater myelin heterogeneity in NAWM is associated with decreased cognitive performance in MS. METHODS: A total of 27 participants with MS and 13 controls matched for age, sex, and education underwent myelin water imaging (MWI) from which the myelin water fraction (MWF) was calculated. Corpus callosum, superior longitudinal fasciculus, and cingulum were chosen as regions of interest (ROIs) a priori based on their involvement in MS-related cognitive impairment. Cognitive performance was assessed using the Symbol Digit Modalities Test (SDMT). Pearson ́s product moment correlations were performed to assess relationships between cognitive performance and myelin heterogeneity (variance of MWF within an ROI). RESULTS: In MS, myelin heterogeneity in all three ROIs was significantly associated with performance on the SDMT. These correlations ranged from moderate (r = −.561) to moderately strong (r = −.654) and were highly significant (P values ranged from.001 to.0002). Conversely, myelin heterogeneity was not associated with SDMT performance in controls in any ROI (P &gt;.108). CONCLUSION: Increased myelin heterogeneity in NAWM is associated with decreased cognitive processing speed performance in MS. © 2019 by the American Society of Neuroimaging</p>"
274,2-s2.0-85075375287,MRI-Based Manual versus Automated Corpus Callosum Volumetric Measurements in Multiple Sclerosis,"<p>BACKGROUND AND PURPOSE: Corpus callosum atrophy is a neurodegenerative biomarker in multiple sclerosis (MS). Manual delineations are gold standard but subjective and labor intensive. Novel automated methods are promising but require validation. We aimed to compare the robustness of manual versus automatic corpus callosum segmentations based on FreeSurfer. METHODS: Nine MS patients (6 females, age 38 ± 13 years, disease duration 7.3 ± 5.2 years) were scanned twice with repositioning using 3-dimensional T<sub>1</sub>-weighted magnetic resonance imaging on three scanners (two 1.5 T and one 3.0 T), that is, six scans/patient, on the same day. Normalized corpus callosum areas were measured independently by a junior doctor and neuroradiologist. The cross-sectional and longitudinal streams of FreeSurfer were used to segment the corpus callosum volume. RESULTS: Manual measurements had high intrarater (junior doctor.96 and neuroradiologist.96) and interrater agreement (.94), by intraclass correlation coefficient (P &lt;.001). The coefficient of variation was lowest for longitudinal FreeSurfer (.96% within scanners; 2.0% between scanners) compared to cross-sectional FreeSurfer (3.7%, P =.001; 3.8%, P =.058) and the neuroradiologist (2.3%, P =.005; 2.4%, P =.33). Longitudinal FreeSurfer was also more accurate than cross-sectional (Dice scores 83.9 ± 7.5% vs. 78.9 ± 8.4%, P &lt;.01 relative to manual segmentations). The corpus callosum measures correlated with physical disability (longitudinal FreeSurfer r = –.36, P &lt;.01; neuroradiologist r = –.32, P &lt;.01) and cognitive disability (longitudinal FreeSurfer r =.68, P &lt;.001; neuroradiologist r =.64, P &lt;.001). CONCLUSIONS: FreeSurfer's longitudinal stream provides corpus callosum measures with better repeatability than current manual methods and with similar clinical correlations. However, due to some limitations in accuracy, caution is warranted when using FreeSurfer with clinical data. © 2019 by the American Society of Neuroimaging</p>"
275,2-s2.0-85073245496,Coexistence of multiple sclerosis and brain tumours: Case report and review,"<p>In the present report, a review of the literature on the combination of multiple sclerosis and brain tumours is performed. Additionally, the frequency of such combination, possible etiopathogenetic mechanisms, current diagnostic criteria and treatment approaches are reviewed. Furthermore, the case of a 30-year-old man with multiple sclerosis and anaplastic astrocytoma of the right temporal lobe is described in detail. Specifically, the patient underwent a series of tests, including laboratory analyses of blood and cerebrospinal fluid, brain MRI in various modes, MR spectroscopy and excised tumour's pathohistological and immunohistochemical examination. Results of the tests are reported here. A staged examination and treatment of the patient allowed the researchers to perform a correct diagnosis and obtain a satisfactory functional outcome. © 2019 The Authors</p>"
276,2-s2.0-85074812037,Biopsy histopathology in the diagnosis of adult-onset leukoencephalopathy with axonal spheroids and pigmented glia (ALSP),"<p>Aim: Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia (ALSP) is an inherited rare disease affecting young adults. We present the clinical, imaging, and neuropathological results of our case series, emphasizing biopsy histology combined with clinical information will increase the accuracy of early diagnosis. Methods: In total, 4 females and 2 male ALSP patients with onset at ages 24–45 years were enrolled. Clinical manifestations, neuroimaging, and histopathology as well as gene mutation were analyzed and compared with literature. Results: Clinical manifestations include cognitive decline with/without psycho-behavior problems and movement disorders including paralysis, hemiplegia, parkinsonism, and pyramidal tract injury, as well as dysarthria, dysphagia, and sensory disturbances. MRI showed multiple periventricular and subcortical white matter lesions, involving the corpus callosum, with no enhancement, but with persistent hyperintensity on diffuse-weighted imaging. Histology showed widespread white matter damage and pale stain, especially destroyed axons with spheroids and funicular axons which were stained with neurofilament and ubiquitin. Foamy and pigmented macrophages were another typical change. CSF1R mutation was found in 4 of them. All of the patients were misdiagnosed and treated for a long time for multiple sclerosis, cerebral infarction, normal pressure hydrocephalus, etc. Conclusion: ALSP will cause rapidly progressing dementia with/without movement disorders in young adults. The definite diagnosis should be based on a comprehensive analysis of clinical manifestations, and neuroimaging, histology, and genetic results. Early biopsy will add to the accuracy of the diagnosis. © 2019, Fondazione Società Italiana di Neurologia.</p>"
277,2-s2.0-85074414743,Patterns of regional brain volume loss in multiple sclerosis: a cluster analysis,"<p>Objectives: Although whole and individual regional brain volume loss have been separately reported to correlate with disability in multiple sclerosis (MS), hierarchical cluster analyses of the whole and regional brain to find their pattern in MS are few. Methods: We cross-sectionally conducted high-resolution, T1-weighted volumetric MRI examinations in 75 MS patients and 21 healthy controls (HCs) to measure the volumes of whole brain and a total of 56 brain regions of interest. Using a hierarchical cluster analysis with multivariate imaging data, we classified the patients into clusters according to their brain-volume patterns. Principal component analysis was also applied. Clinical features and brain volumes were then compared among the MS clusters. Results: The MS patients were categorized into three major clusters (Clusters 1, 2, and 3) with increasing disability in that order. Principal component analysis also identified Clusters 1, 2 and 3. Whole brain volume and supratentorial regional brain volumes, including thalamus and corpus callosum, decreased severely in Cluster 3 and moderately in Cluster 2, while equally preserved in Cluster 1 and the HCs. Only the volumes of the ventral diencephalon and T1 white matter hypointensities significantly differed in Clusters 1, 2 and 3 and HCs. In contrast, the volumes of the cerebellar cortex and brainstem were significantly different between Clusters 3 and 1, whereas there were no significant differences between Clusters 1 and 2 and Clusters 2 and 3. Conclusion: We identified brain regions that exhibit different degree of atrophy in a background of global brain atrophy in MS. © 2019, Springer-Verlag GmbH Germany, part of Springer Nature.</p>"
278,2-s2.0-85073944674,The active contribution of OPCs to neuroinflammation is mediated by LRP1,"<p>Oligodendrocyte progenitor cells (OPCs) account for about 5% of total brain and spinal cord cells, giving rise to myelinating oligodendrocytes that provide electrical insulation to neurons of the CNS. OPCs have also recently been shown to regulate inflammatory responses and glial scar formation, suggesting functions that extend beyond myelination. Low-density lipoprotein receptor-related protein 1 (LRP1) is a multifaceted phagocytic receptor that is highly expressed in several CNS cell types, including OPCs. Here, we have generated an oligodendroglia-specific knockout of LRP1, which presents with normal myelin development, but is associated with better outcomes in two animal models of demyelination (EAE and cuprizone). At a mechanistic level, LRP1 did not directly affect OPC differentiation into mature oligodendrocytes. Instead, animals lacking LRP1 in OPCs in the demyelinating CNS were characterized by a robust dampening of inflammation. In particular, LRP1-deficient OPCs presented with impaired antigen cross-presentation machinery, suggesting a failure to propagate the inflammatory response and thus promoting faster myelin repair and neuroprotection. Our study places OPCs as major regulators of neuroinflammation in an LRP1-dependent fashion. © 2019, Springer-Verlag GmbH Germany, part of Springer Nature.</p>"
279,2-s2.0-85060584047,Imaging correlates of hand motor performance in multiple sclerosis: A multiparametric structural and functional MRI study,"<p>Background: Hand motor impairment has considerable effects on daily-life activities of patients with multiple sclerosis (pwMS). Understanding its anatomo-functional substrates is relevant to provide more specific therapeutic interventions. Objectives: To investigate the association between hand motor performance and anatomo-functional magnetic resonance imaging (MRI) abnormalities in pwMS. Methods: A total of 134 healthy controls (HC) and 366 pwMS underwent the Nine-Hole-Peg-Test (9HPT), structural and resting state (RS) functional MRI. Multivariate analyses identified the independent predictors of hand motor performance. Results: PwMS versus HC showed widespread gray matter atrophy, microstructural white matter abnormalities, and decreased RS functional connectivity in motor and cognitive networks. Predictors of worse right-9HPT (R<sup>2</sup> = 0.52) were decreased right superior cerebellar peduncle and right lemniscus fractional anisotropy (FA) (p ⩽ 0.02), left angular gyrus atrophy (p &lt; 0.003), decreased RS connectivity in left superior frontal gyrus, and left posterior cerebellum (p &lt; 0.001). Worse left 9HPT (R<sup>2</sup> = 0.56) was predicted by decreased right corticospinal FA (p = 0.003), atrophy of left anterior cingulum and left cerebellum (p ⩽ 0.02), decreased RS connectivity of left lingual gyrus and right posterior cerebellum in cerebellar and executive networks (p ⩽ 0.02). Conclusion: Structural and functional abnormalities of regions involved in motor functions contribute to explain motor disability in pwMS. The integration of clinical and advanced MRI measures contributes to improve our understanding of multiple sclerosis clinical manifestations. © The Author(s), 2019.</p>"
280,2-s2.0-85075839608,Evolutionary genomics analysis of human nucleus-encoded mitochondrial genes: implications for the roles of energy production and metabolic pathways in the pathogenesis and pathophysiology of demyelinating diseases,"<p>The myelin sheath is a plasma membrane extension that lines nerve fibers to protect, support and insulate neurons. The myelination of axons in vertebrates enables fast, saltatory impulse propagation, and this process relies on organelles, especially on mitochondria to supply energy. Approximately 99% of mitochondrial proteins are encoded in the nucleus. Since mitochondria play a central role in the energy production and metabolic pathways, which are essential for myelinogenesis, studying these nucleus-encoded genes (nMGs) may provide new insights into the roles of energy metabolism in demyelinating diseases. In this work, a multiomics-based approach was employed to 1) construct a 1,740 human nMG subset with mitochondrial localization evidence obtained from the Integrated Mitochondrial Protein Index (IMPI) and MitoCarta databases, 2) conduct an evolutionary genomics analysis across mouse, rat, monkey, chimp, and human models, 3) examine dysmyelination phenotype-related genes (nMG subset genes with oligodendrocyte- ​and myelin-related ​phenotypes, OMP-nMGs) in MGI mouse lines and human patients, 4) determine the expression discrepancy of OMP-nMGs in brain tissues of cuprizone-treated mice, multiple sclerosis patients, and normal controls, and 5) conduct literature data mining to explore OMP-nMG-associated disease impacts. By contrasting OMP-nMGs with other genes, OMP-nMGs were found to be more ubiquitously expressed (59.1% vs. 16.1%), disease-associated (67.3% vs. 20.2%), and evolutionarily conserved within the human populations. Our multiomics-based analysis identified 110 OMP-nMGs implicated in energy production and lipid and glycan biosynthesis in the pathogenesis and pathophysiology of demyelinating disorders. Future targeted characterization of OMP-nMGs in abnormal myelination conditions may allow the discovery of novel nMG mediated mechanisms underlying myelinogenesis and related diseases. © 2019 Elsevier B.V.</p>"
281,2-s2.0-85109036204,Effect of 4-aminopyridine and newly synthesized original 4-aminopyridine derivatives on cuprizone-induced demyelination of corpus callosum in mice,"<p>4-aminopyridine blocks a wide variety of voltage-activated potassium (Kv) channels that are distributed across multiple cell types in the central nervous system (neurons, oligodendrocytes, and microglia) as well as in the immune system (T and B cells, macrophages, and dendritic cells). The blockade of potassium (K+) channels has demonstrated the ability to improve conduction deficiencies secondary to neuronal demyelination in patients with multiple sclerosis. We modified the well-known cuprizone model of demyelination to evaluate the protective effect of newly synthesized 4-AP derivatives. The results show that cuprizone, administered with the drinking water (0.2% concentration) for a period of 6 weeks to 16-week-old male mice leads to the induction of detectable demyelination in corpus callosum. The investigated compounds antagonize the cuprizone-induced demyelination to a different degree. © 2020 Academic Publishing House. All rights reserved.</p>"
282,2-s2.0-85100279834,Increasing progenitor cell proliferation in the sub-ventricular zone: A therapeutic treatment for progressive multiple sclerosis?,"<p>Introduction: The purpose of this study was to determine if pharmacological treatment could increase progenitor cell proliferation in the Sub-ventricular Zone of aged rats. Previous work had shown that increasing progenitor cell proliferation in this region correlated well (R2=0.78; p= 0.0007) with functional recovery in a damaged corpus callosum (white matter tract), suggesting that progenitor cell proliferation results in oligodendrocytes in this region. Methods: 10 month old male and female Sprague Dawley rats were fed the drugs for 30 days in cook-ie dough, then immunocytochemistry was performed on coronal brain sections, using Ki67 labeling to determine progenitor cell proliferation. Results: Female rats showed low endogenous (control) progenitor cell proliferation, significantly different from male rats (P&lt;0.0001), at this age. Ascorbic Acid (20 mg/kg, daily for 30 days) increased progenitor cell proliferation overall, but maintained the innate gender difference in stem cell proliferation (P=0.001). Prozac (5 mg/kg, daily for 30 days) increased progenitor cell proliferation for females but decreased stem cell proliferation for males, again showing a gender difference (P&lt;0.0001). Simvastatin (1 mg/kg for 30 days) also increased progenitor cell proliferation in females and decreased progenitor cell proliferation in males, leading to a significant gender difference. Discussion: The three drug combinations (fluoxetine, simvastatin, and ascorbic acid, patent # 9,254,281) led to ~ 4 fold increase in progenitor cell proliferation in females, while male progenitor cell proliferation was highest with 50 mg/kg ascorbic acid. However, the ascorbic acid increase in proliferation appears to be only on the sides of the ventricles, which is not the region that normally gives rise to oligodendrocytes. Conclusion: There are innate gender differences in progenitor cell proliferation at the Sub-Ventricular Zone at middle age in rats, possibly due to the loss of estrogen in females. We also see notable gender differences in progenitor cell proliferation in the Sub ventricular Zone in response to common drugs, such as fluoxetine, simvastatin and Vitamin C (ascorbic acid). © 2020 Bentham Science Publishers.</p>"
283,2-s2.0-85100125485,Clinical polymorphism of demyelinating diseases associated with mog-antibodies,"<p>The authors present three clinical cases of demyelinating diseases associated with MOG-antibodies. In the first case of a young adult male patient, the disease first manifested with stem encephalitis and high titer of plasma MOG-antibodies. In the second case of a male adolescent, the disease proceeded as neuromyelitis optica, aquaporin-4 antibody titer was normal. In the third case, the female child the disease presented with unilateral multifocal encephalitis and focal epileptic seizures. The article emphasizes the relationship of MOG-antibody titers with the severity and prognosis of the disease. © 2020, Media Sphera Publishing Group. All rights reserved.</p>"
284,2-s2.0-85099055960,Recommendations of the polish medical society of radiology and the polish society of neurology for a protocol concerning routinely used magnetic resonance imaging in patients with multiple sclerosis,"<p>Magnetic resonance imaging (MRI) is a widely used method for the diagnosis of multiple sclerosis (MS) that is essential for the detection and follow-up of the disease. The Polish Medical Society of Radiology (PLTR) and the Polish Society of Neurology (PTN) present the second version of their recommendations for investigations routinely conducted in MRI departments in patients with multiple sclerosis. This version includes new data and practical comments for electroradiology technologists and radiologists. The recommended protocol aims to improve the MRI procedure and, most importantly, to standardise the method of conducting scans in all MRI departments. This is crucial for the initial diagnostics necessary for establishing a diagnosis, as well as for MS patient monitoring, which directly translates into significant clinical decisions. MS is a chronic immune mediated inflammatory demyelinating disease of the central nervous system (CNS), the aetiology of which is still unknown. The nature of the disease lies in a CNS destruction process disseminated in time and space. MRI detects focal lesions in the white and grey matter with high sensitivity (although with significantly lower specificity in the latter). It is also the best tool to assess brain atrophy in patients with MS in terms of grey matter volume and white matter volume as well as local atrophy (by measuring the volume of thalamus, corpus callosum, subcortical nuclei, and hippocampus) as parameters that correlate with disability progression and cognitive dysfunctions. Progress in MR techniques, as well as advances in postprocessing the obtained data, has driven the dynamic development of computer programs that allow for a more repeatable assessment of brain atrophy in both cross-sectional and longitudinal studies. MRI is unquestionably the best diagnostic tool available to follow up the course of the disease and support clinicians in choosing the most appropriate treatment strategy for their MS patient. However, to diagnose and follow up MS patients on the basis of MRI in accordance with the latest standards, the MRI study must adhere to certain quality criteria. Such criteria are the subject of this paper. © Pol J Radiol 2020.</p>"
285,2-s2.0-85097297540,"Factors influencing daily treatment choices in multiple sclerosis: practice guidelines, biomarkers and burden of disease","<p>At two meetings of a Central European board of multiple sclerosis (MS) experts in 2018 and 2019 factors influencing daily treatment choices in MS, especially practice guidelines, biomarkers and burden of disease, were discussed. The heterogeneity of MS and the complexity of the available treatment options call for informed treatment choices. However, evidence from clinical trials is generally lacking, particularly regarding sequencing, switches and escalation of drugs. Also, there is a need to identify patients who require highly efficacious treatment from the onset of their disease to prevent deterioration. The recently published European Committee for the Treatment and Research in Multiple Sclerosis/European Academy of Neurology clinical practice guidelines on pharmacological management of MS cover aspects such as treatment efficacy, response criteria, strategies to address suboptimal response and safety concerns and are based on expert consensus statements. However, the recommendations constitute an excellent framework that should be adapted to local regulations, MS center capacities and infrastructure. Further, available and emerging biomarkers for treatment guidance were discussed. Magnetic resonance imaging parameters are deemed most reliable at present, even though complex assessment including clinical evaluation and laboratory parameters besides imaging is necessary in clinical routine. Neurofilament-light chain levels appear to represent the current most promising non-imaging biomarker. Other immunological data, including issues of immunosenescence, will play an increasingly important role for future treatment algorithms. Cognitive impairment has been recognized as a major contribution to MS disease burden. Regular evaluation of cognitive function is recommended in MS patients, although no specific disease-modifying treatment has been defined to date. Finally, systematic documentation of real-life data is recognized as a great opportunity to tackle unresolved daily routine challenges, such as use of sequential therapies, but requires joint efforts across clinics, governments and pharmaceutical companies. © The Author(s), 2020.</p>"
286,2-s2.0-85092464071,Internuclear ophthalmoplegia as the first manifestation of pediatric-onset multiple sclerosis and concurrent lyme disease,"<p>Objective: Background: Case Report: Conclusions: Rare co-existance of disease or pathology Internuclear ophthalmoplegia (INO) presents as a disruption of horizontal conjugate ocular movement and is an uncommon finding in the pediatric population. Its presence warrants a thorough evaluation to search for demyelinating, mass effect, inflammatory, or infectious etiologies. A 15-year-old African American girl presented to the Emergency Department with acute horizontal binocular diplopia in left gaze. An ophthalmic examination revealed a right INO. She denied any fever, chills, or neck stiffness. Complete blood counts and a metabolic panel were unremarkable. Magnetic resonance imaging (MRI) of the brain and orbits revealed scattered pontine, periventricular, and subcortical white matter signal abnormalities within the left frontal lobe suggestive of active demyelination. MRI of the spinal column also demonstrated multiple areas of increased signal intensity from the C3 to C7–T1 region. Inflammatory and autoimmune studies were negative. However, her serum IgM and IgG studies were positive for Borrelia burgdorferi with negative CSF titers. Cerebrospinal fluid (CSF) analysis demonstrated mildly elevated glucose (82 mg/dL) and oligoclonal bands, but was otherwise unremarkable. She was started on intravenous methylprednisolone and ceftriaxone. She was subsequently diagnosed with pediatric-onset multiple sclerosis and started on disease-modifying therapy, with full resolution of diplopia and INO 2 weeks later. We present a case of INO presenting as the first manifestation of multiple sclerosis in a pediatric patient with a concurrent infectious etiology. A thorough evaluation can lead to earlier identification and treatment of underlying diseases. © Am J Case Rep, 2020;.</p>"
287,2-s2.0-85091563073,Innovative methods measure the neural correlates of proprioception in multiple sclerosis,"<p>The authors of the recently published article “Position sense deficits at the lower limbs in early multiple sclerosis: clinical and neural correlates” (Iandolo R, Bommarito G, Falcitano L, Schiavi S, Piaggio N, Mancardi GL, Casadio M, Inglese M. Neurorehabil Neural Repair 34: 260 -270, 2020) provide strong evidence for the neural correlates leading to deficits in proprioception in multiple sclerosis. We believe their findings and innovative methodology show promise for how proprioception is measured in this and other clinical populations. We also suggest that further work should investigate the role of the corpus callosum in proprioceptive balance control. Copyright © 2020 the American Physiological Society</p>"
288,2-s2.0-85090068384,Protection of Fecal Microbiota Transplantation in a Mouse Model of Multiple Sclerosis,"<p>Given the growing evidence of a link between gut microbiota (GM) dysbiosis and multiple sclerosis (MS), fecal microbiota transplantation (FMT), aimed at rebuilding GM, has been proposed as a new therapeutic approach to MS treatment. To evaluate the viability of FMT for MS treatment and its impact on MS pathology, we tested FMT in mice with experimental autoimmune encephalomyelitis (EAE), a mouse model of MS. We provide evidence that FMT can rectify altered GM to some extent with a therapeutic effect on EAE. We also found that FMT led to reduced activation of microglia and astrocytes and conferred protection on the blood-brain barrier (BBB), myelin, and axons in EAE. Taken together, our data suggest that FMT, as a GM-based therapy, has the potential to be an effective treatment for MS. © 2020 Kanglan Li et al.</p>"
289,2-s2.0-85089423738,Tyrosine Kinase Receptors Axl and MerTK Mediate the Beneficial Effect of Electroacupuncture in a Cuprizone-Induced Demyelinating Model,"<p>Electroacupuncture has been shown to promote remyelination in a demyelinating model of multiple sclerosis (MS) through enhanced microglial clearance of degraded myelin debris. However, the mechanisms involved in this process are yet to be clearly elucidated. It has been revealed that TAM receptor tyrosine kinases (Tyro3, Axl, and MerTK) play pivotal roles in regulating multiple features of microglia, including the phagocytic function and myelin clearance. Therefore, the aim of this study is to further confirm whether electroacupuncture improves functional recovery in this model and to characterise the involvement of the TAM receptor during this process. In addition to naive control mice, a cuprizone-induced demyelinating model was established, and long-term electroacupuncture treatment was administrated. To evaluate the efficiency of functional recovery following demyelination, we performed beam-walking test and rotarod performance test; to objectify the degree of remyelination, we performed transmission electron microscopy and protein quantification of mature oligodendrocyte markers. Oil Red O staining was used to evaluate the deposit of myelin debris. We confirmed that, in cuprizone-treated mice, electroacupuncture significantly ameliorates motor-coordinative dysfunction and counteracts demyelinating processes, with less deposit of myelin debris accumulating in the corpus callosum. Surprisingly, mRNA expression of TAM receptors was significantly upregulated after electroacupuncture treatment, and we further confirmed an increased protein expression of Axl and MerTK after electroacupuncture treatment, indicating their involvement during electroacupuncture treatment. Finally, LDC1267, a selective TAM kinase inhibitor, abolished the therapeutic effect of electroacupuncture on motor-coordinative dysfunction. Overall, our data demonstrate that electroacupuncture could mitigate the progression of demyelination by enhancing the TAM receptor expression to facilitate the clearance of myelin debris. Our results also suggest that electroacupuncture may be a potential curative treatment for MS patients. © 2020 Zaofeng Zou et al.</p>"
290,2-s2.0-85088946231,Coexistence of emotional reactions and atrophic brain changes in patients with clinically isolated syndrome of multiple sclerosis,"<p>Purpose: Atrophic processes of the brain affect the quality of life of patients whose cognitive functions and daily activity are already affected at the stage of the clinically isolated syndrome (CIS) of multiple sclerosis (MS). It is possible that in addition to pathogenic processes, the patient’s emotions at the diagnostic stage can coexist with the course of the disease. We have evaluated the coexistence of emotional reactions in patients with CIS with the formation of atrophic brain changes in patients with MS as well as their association with the functional disability of the patient. Methods: Thirty patients were examined at the CIS stage and during a repeated clinical attack of MS. The patient’s emotional reaction was assessed at the time of the CIS diagnosis and one week later. For the estimation of atrophic processes of the brain, according to the MRI data on its dynamics, 23 linear parameters and 14 indices were used. Results: The corpus callosum index was the most significant area of brain atrophy in a repeated attack of MS. There was a strong correlation between the negative emotional response to the diagnosis (shock and denial) and the degree of atrophy of the corpus callosum during repeated clinical attack of the disease as well as with a greater functional failure of the patient. Patients who reported experiencing anxiety or relief did not show increased atrophy. Conclusions: The emotional response in the form of shock or denial of the diagnosis coexists with corpus callosum atrophy. The patient’s emotional background affects the prognosis and the level of functional disability during the repeated clinical attack. © 2020 Termedia Publishing House Ltd.. All rights reserved.</p>"
291,2-s2.0-85088220770,Corpus callosum index correlates with brain volumetry and disability in multiple sclerosis patients,"<p>Objectives: To analyze the correlation between corpucallosum index (CCI), brain volumetry, and disability in multiple sclerosis (MS) patients. The brain volumetry consists of the corpus callosum, corticagray matter, subcortical gray matter, and white mattevolumes. Methods: This was a retrospective cross-sectional study from October 2018 to February 2019 of 30 patients with MS aged 20 to 61 years old. Brain volumetry was performed using FreeSurfer© software. The CCI were measured manually using conventional best mid-sagittal T1W brain MRI. The anterior, posterior, and medium segments were measured and divided to its greatest anteroposterior diameter. Higher CCI values indicated greater corpus callosum volumes. Clinical evaluation was comprised of MS subtype, age of onset, relapse frequency and Expanded Disability Status Scale (EDSS). Results: Thirty MS patients with median of age 22 years were included. Relapsing-remitting (RRMS) subtype were 73.3%. Very significant correlations were shown between the CCI and corpus callosum volume (CCV) (r=0.79; p&lt;0.0001) and cerebral white matter volume (r=0.81; p&lt;0.0001). Significant correlations were shown between the CCI and cortical gray matter volume (r=0.64; p&lt;0.0001) and subcortical gray matter volume (r=0.69; p&lt;0.0001). The CCI was positively correlated with age of onset and inversely with EDSS. The CCV and CCI were smaller in secondary progressive MS (SPMS). Conclusion: The CCI is easy and fast to obtain in conventional MRI and significantly correlated with brain volumetry, age of onset and disability in MS patients. © 2020, Saudi Arabian Armed Forces Hospital. All rights reserved.</p>"
292,2-s2.0-85086383302,The value of corpus callosum measurement in the diagnosis of cerebral atrophy,"<p>Objective: The study aimed to investigate the relationship between the corpus callosum area (CCa) and the degree of cerebral atrophy in patients with cerebral atrophy. Methods: 119 patients with brain atrophy were grouped according to the degree of brain atrophy. Median sagittal CCa and intracranial area (ICa) were measured, and the ratio of corpus callosum to the intracranial area (CCa-ICa ratio) was calculated. The data were analyzed using ANOVA. Results: CCa significantly reduced in patients with cerebral atrophy, and the degree of cerebral atrophy was found to be positively correlated with the degree of reduction in the CCa. Conclusion: The reduction in the CCa and the CCa-ICa ratio in the median sagittal can be used as a reference indicator for the diagnosis and grading of brain atrophy in clinical practice. © 2020 Bentham Science Publishers.</p>"
293,2-s2.0-85084767046,Clinically isolated syndrome and multiple sclerosis in children: A single center study,"<p>Background and objectives. This study was conducted to determine the differences in clinical and radiological features at the first demyelinating event in children with clinically isolated syndrome (CIS) and multiple sclerosis (MS). Methods. This was a single center retrospective cohort study of the children with CIS followed-up at Istanbul University Faculty of Medicine, Department of Pediatric Neurology, between 2010 and 2018. Children with CIS who were assessed at 3, 6, 12 and 24 months following their first identified demyelinating event were included. Demographic data, mode of presentation and the presence of the oligoclonal band in the cerebrospinal fluid (CSF) were abstracted from the medical records. Magnetic resonance imaging of the brain and spinal cord was analyzed for the location, number, size and gadolinium enhancement of the lesions. Results. A total of 51 patients’ data was assessed, 38 patients at a mean age of 12.3 years were enrolled in the study. Twenty-seven children (71%) evolved into clinically definite MS after a mean follow-up of 11 months. Older age at first demyelinating event and the presence of the oligoclonal band in CSF were tended to be more common in patients with MS than patients with CIS (p &lt;0.05). The increased number of T2-hyperintense lesion and the presence of the lesion in periventricular, infratentorial and corpus callosum were associated with a tendency for development of MS (p &lt;0.05). Conclusion. Older age at first demyelinating event, the presence of the oligoclonal band in CSF, the number and localization of T2-hyperintense lesion were associated with a tendency for development of MS. © 2020, Turkish Journal of Pediatrics. All rights reserved.</p>"
294,2-s2.0-85083005775,Proteomic changes during experimental deand remyelination in the corpus callosum,"<p>Background In the cuprizone model of multiple sclerosis, de- and remyelination can be studied without major interference from the adaptive immune responses. Since previous proteomic studies did not focus on the corpus callosum, where cuprizone causes the most pronounced demyelination, we performed a bottom up proteomic analysis on this brain region. Methods Eight week-old mice treated with 0.2% cuprizone, for 4 weeks and controls (C) were sacrificed after termination of the treatment (4wD), and 2 (2dR) or 14 (2wR) days later. Homogenates of dissected corpus callosum were analysed by quantitative proteomics. For data processing, clustering, gene ontology analysis, and regulatory network prediction, we used Perseus, PANTHER and Ingenuity Pathway Analysis softwares, respectively. Results We identified 4886 unmodified, single- or multi phosphorylated and/or gycosylated (PTM) proteins. Out of them, 191 proteins were differentially regulated in at least one experimental group. We found 57 proteins specific for demyelination, 27 for early- and 57 for late remyelinationwhile 36 proteins were affected in two, and 23 proteins in all three groups. Phosphorylation represented 92% of the post translational modifications among differentially regulated modified (PTM) proteins with decreased level, while it was only 30% of the PTM proteins with increased level. Gene ontology analysis could not classify the demyelination specific proteins into any biological process category, while allocated the remyelination specific ones to nervous system development and myelination as the most specific subcategory. We also identified a protein network in experimental remyelination, and the gene orthologues of the network were differentially expressed in remyelinating multiple sclerosis brain lesions consistent with an early remyelination pattern. Conclusion Proteomic analysis seems more informative for remyelination than demyelination in the cuprizone model. © 2020 Szilagyi et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.</p>"
